0,0
34,0
35,0
35,0
40,0
50,0
60,0.151882
70,0.390554
80,0.379705
90,0.379705
100,0.390554
110,0.368856
120,0.499041
130,0.607528
140,0.726864
150,0.781107
160,0.835351
170,0.846199
180,0.748561
190,0.835351
200,0.889594
210,0.976384
220,1.04148
230,1.08487
240,1.16081
250,1.21506
260,1.25845
270,1.2693
280,1.2693
290,1.291
300,1.31269
310,1.37779
320,1.39948
330,1.44288
340,1.48627
350,1.56221
360,1.54052
370,1.54052
380,1.52967
390,1.59476
400,1.58391
410,1.62731
420,1.649
430,1.649
440,1.6707
450,1.72494
460,1.60561
470,1.88768
480,1.72494
490,1.73579
500,1.76834
510,1.75749
520,1.76834
530,1.81173
540,1.82258
550,1.85513
560,1.85513
570,1.86598
580,1.83343
590,1.85513
600,1.87683
610,1.87683
620,1.74664
630,2.01786
640,1.93107
650,1.77919
660,1.93107
670,1.95277
680,1.94192
690,1.96362
700,1.93107
710,1.95277
720,1.97447
730,1.95277
740,2.00701
750,2.00701
760,2.00701
770,1.98531
780,1.99616
790,2.00701
800,1.99616
810,2.02871
820,2.02871
830,2.02871
840,2.03956
850,2.01786
860,2.02871
870,2.03956
880,2.05041
890,2.03956
900,2.0721
910,2.02871
920,2.06125
930,2.02871
940,2.0721
950,2.06125
960,2.0721
970,2.0938
980,2.08295
990,2.0721
1000,2.08295
1010,2.0721
1020,2.0938
1030,2.05041
1040,1.99616
1050,1.93107
1060,1.93107
1070,1.88768
1080,1.86598
1090,1.88768
1100,1.88768
1110,1.93107
1120,1.98531
1130,1.97447
1140,1.98531
1150,1.96362
1160,1.92022
1170,1.90937
1180,1.90937
1190,1.88768
1200,1.87683
1210,1.88768
1220,1.81173
1230,1.86598
1240,1.83343
1250,1.86598
1260,1.84428
1270,1.81173
1280,1.81173
1290,1.79004
1300,1.79004
1310,1.76834
1320,1.76834
1330,1.74664
1340,1.73579
1350,1.73579
1360,1.72494
1370,1.73579
1380,1.74664
1390,1.70325
1400,1.6924
1410,1.6707
1420,1.649
1430,1.63816
1440,1.58391
1450,1.60561
1460,1.649
1470,1.649
1480,1.62731
1490,1.649
1500,1.58391
1510,1.58391
1520,1.55137
1530,1.54052
1540,1.51882
1550,1.55137
1560,1.50797
1570,1.50797
1580,1.52967
1590,1.50797
1600,1.54052
1610,1.47542
1620,1.49712
1630,1.46458
1640,1.46458
1650,1.45373
1660,1.42118
1670,1.42118
1680,1.39948
1690,1.42118
1700,1.38863
1710,1.41033
1720,1.41033
1730,1.36694
1740,1.38863
1750,1.35609
1760,1.35609
1770,1.34524
1780,1.34524
1790,1.32354
1800,1.31269
1810,1.31269
1820,1.291
1830,1.291
1840,1.2693
1850,1.2693
1860,1.25845
1870,1.33439
1880,1.17166
1890,1.34524
1900,1.2259
1910,1.13911
1920,1.33439
1930,1.19336
1940,1.18251
1950,1.2693
1960,1.18251
1970,1.13911
1980,1.14996
1990,1.14996
2000,1.11742
2010,1.11742
2020,1.20421
2030,1.11742
2040,1.04148
2050,1.19336
2060,1.08487
2070,1.07402
2080,1.03063
2090,1.04148
2100,1.03063
2110,1.04148
2120,1.00893
2130,1.03063
2140,1.00893
2150,0.998081
2160,0.987233
2170,0.976384
2180,0.976384
2190,0.954686
2200,0.943838
2210,0.943838
2220,0.965535
2230,0.900443
2240,0.932989
2250,0.900443
2260,0.878746
2270,0.889594
2280,0.878746
2290,0.867897
2300,0.857048
2310,0.857048
2320,0.878746
2330,0.824502
2340,0.846199
2350,0.791956
2360,0.813653
2370,0.791956
2380,0.770258
2390,0.802805
2400,0.781107
2410,0.791956
2420,0.791956
2430,0.737712
2440,0.748561
2450,0.726864
2460,0.694317
2470,0.683469
2480,0.705166
2490,0.694317
2500,0.694317
2510,0.694317
2520,0.683469
2530,0.661771
2540,0.67262
2550,0.640074
2560,0.618376
2570,0.629225
2580,0.607528
2590,0.618376
2600,0.629225
2610,0.58583
2620,0.58583
2630,0.58583
2640,0.574982
2650,0.564133
2660,0.564133
2670,0.531587
2680,0.553284
2690,0.542436
2700,0.520738
2710,0.520738
2720,0.509889
2730,0.499041
2740,0.466495
2750,0.466495
2760,0.466495
2770,0.455646
2780,0.455646
2790,0.466495
2800,0.455646
2810,0.433948
2820,0.433948
2830,0.390554
2840,0.412251
2850,0.390554
2860,0.401402
2870,0.379705
2880,0.379705
2890,0.390554
2900,0.358007
2910,0.347159
2920,0.358007
2930,0.33631
2940,0.358007
2950,0.325461
2960,0.314613
2970,0.303764
2980,0.292915
2990,0.292915
3000,0.271218
3010,0.303764
3020,0.271218
3030,0.260369
3040,0.260369
3050,0.227823
3060,0.238672
3070,0.227823
3080,0.238672
3090,0.206125
3100,0.238672
3110,0.195277
3120,0.195277
3130,0.184428
3140,0.195277
3150,0.141033
3160,0.173579
3170,0.151882
3180,0.162731
3190,0.151882
3200,0.141033
3210,0.130185
3220,0.0976384
3230,0.130185
3240,0.130185
3250,0.119336
3260,0.075941
3270,0.108487
3280,0.075941
3290,0.0650923
3300,0.075941
3310,0.0433948
3320,0.0433948
3330,0.0325461
3340,0.0325461
3350,0.0542436
3360,0.0216974
3370,0.0216974
3380,0
3390,0
3400,0
3410,-0.00271218
3420,0
3430,0
3440,0
